Suburb,State,Postcode,Lat,Lng,Bounds_N,Bounds_E,Bounds_S,Bounds_W,Is Regional
Forbes,VIC,3764,-37.2531649,144.9171412,-37.0094339,145.0552189,-37.347999,144.807753,True
Forest Hill,VIC,3131,-37.8239091,145.1762197,-37.8012207,145.1891176,-37.8548379,145.1568868,False
Forrest,VIC,3236,-38.5115754,143.7043819,-38.4739552,143.7663464,-38.6495211,143.642929,True
Foster,VIC,3960,-38.9962856,146.3376699,-38.51377,146.4891587,-39.1365809,146.1164411,True
Foster North,VIC,3960,-38.9962856,146.3376699,-38.51377,146.4891587,-39.1365809,146.1164411,True
Fosterville,VIC,3557,-36.6546373,144.5437205,-36.557283,144.6547284,-36.7255198,144.415886,True
Foxhow,VIC,3323,-38.0061194,143.4986586,-37.9078956,143.5947263,-38.0913319,143.4167801,True
Framlingham,VIC,3265,-38.2633053,142.7455935,-38.055556,143.0752078,-38.435866,142.5701749,True
Framlingham East,VIC,3265,-38.2633053,142.7455935,-38.055556,143.0752078,-38.435866,142.5701749,True
Frankston,VIC,3199,-38.1645944,145.1486206,-38.1248569,145.1733889,-38.2000794,145.0980303,False
Frankston East,VIC,3199,-38.1645944,145.1486206,-38.1248569,145.1733889,-38.2000794,145.0980303,False
Frankston Heights,VIC,3199,-38.1645944,145.1486206,-38.1248569,145.1733889,-38.2000794,145.0980303,False
Frankston North,VIC,3200,-38.1250223,145.162419,-38.112735,145.181946,-38.1405209,145.139332,False
Frankston South,VIC,3199,-38.1645944,145.1486206,-38.1248569,145.1733889,-38.2000794,145.0980303,False
Freeburgh,VIC,3741,-36.882628,147.0562333,-36.628243,147.2780967,-37.1825209,146.92749,True
French Island,VIC,3921,-38.3489348,145.3364703,-38.2818044,145.5035891,-38.4200486,145.2656378,True
Frenchmans,VIC,3384,-36.9882754,143.0888943,-36.8419554,143.2664741,-37.1354569,142.7951845,True
Freshwater Creek,VIC,3217,-38.2617284,144.3248554,-38.1854728,144.4188808,-38.3108053,144.2001884,True
Fumina South,VIC,3825,-38.0474021,146.2929381,-37.5800006,146.6469101,-38.2569347,146.0489688,True
Fyans Creek,VIC,3381,-37.1716807,142.5745556,-36.997554,142.8218839,-37.353367,142.4290452,True
Fyansford,VIC,3218,-38.1180538,144.2047333,-38.0647879,144.3540199,-38.1570293,144.0940047,True
Gainsborough,VIC,3822,-38.1797383,146.0361469,-38.1435606,146.0709913,-38.2678189,145.9577832,True
Gannawarra,VIC,3568,-35.8021206,144.215646,-35.6691622,144.3866807,-35.9494723,144.0322766,True
Gapsted,VIC,3737,-36.8466834,146.6962857,-36.4280907,147.1172403,-37.2157665,146.5664528,True
Gardenvale,VIC,3185,-37.8862009,145.0080039,-37.8742884,145.01631,-37.900524,144.9911549,False
Garfield,VIC,3814,-38.0999051,145.6800684,-38.0091193,145.714381,-38.1687989,145.576969,True
Garfield North,VIC,3814,-38.0999051,145.6800684,-38.0091193,145.714381,-38.1687989,145.576969,True
Gatum,VIC,3407,-37.2543103,141.8100218,-37.1134339,142.007797,-37.457812,141.606461,True
Gazette,VIC,3289,-37.8854097,142.318772,-37.7545359,142.4609746,-38.036972,142.0744359,True
Geelong,VIC,3220,-38.155681,144.3521811,-38.132269,144.374881,-38.1819569,144.3173034,True
Geelong West,VIC,3218,-38.1180538,144.2047333,-38.0647879,144.3540199,-38.1570293,144.0940047,True
Gelantipy,VIC,3885,-37.2938907,148.2804541,-36.8194932,148.5246194,-37.7936879,147.7632228,True
Gellibrand,VIC,3239,-38.5619202,143.4122052,-38.4710118,143.6518059,-38.6948039,143.20324,True
Gellibrand Lower,VIC,3237,-38.6505708,143.4554195,-38.5689409,143.6795929,-38.7729889,143.1723589,True
Gelliondale,VIC,3971,-38.5613687,146.6065057,-38.3929499,146.8685003,-38.7913265,146.3915339,True
Gembrook,VIC,3783,-37.9524044,145.6023644,-37.871777,145.7651355,-38.0089226,145.5113088,True
Genoa,VIC,3891,-37.5126059,149.5642369,-37.2969319,149.7941093,-37.7779388,149.3408904,True
Gentle Annie,VIC,3833,-37.7865626,146.0696009,-37.7020777,146.4562769,-38.0240509,145.7310554,True
Georges Creek,VIC,3700,-36.2031354,147.168985,-36.1073549,147.425306,-36.268702,147.1146189,True
Gerahmin,VIC,3546,-35.0979662,142.9599661,-34.9215891,143.1387184,-35.2493783,142.6934081,True
Gerangamete,VIC,3249,-38.36853,143.4338092,-38.0913319,143.8065869,-38.6938168,143.2761542,True
Germania,VIC,3387,-36.8204775,142.8312661,-36.6309229,143.031794,-36.9978258,142.7119218,True
Germantown,VIC,3741,-36.882628,147.0562333,-36.628243,147.2780967,-37.1825209,146.92749,True
Gerrigerrup,VIC,3289,-37.8854097,142.318772,-37.7545359,142.4609746,-38.036972,142.0744359,True
Gherang,VIC,3240,-38.2482932,144.1283863,-38.1718829,144.2488108,-38.342923,144.046101,True
Gheringhap,VIC,3331,-37.9939081,144.1938221,-37.8207301,144.2631105,-38.113017,144.092621,True
Ghin Ghin,VIC,3717,-37.3030137,145.402868,-37.0910529,145.6923969,-37.4883239,145.2236371,True
Gilderoy,VIC,3797,-37.8447909,145.702282,-37.768438,145.8176149,-37.9045196,145.596949,True
Gillieston,VIC,3616,-36.4591947,145.2038278,-36.313689,145.31361,-36.5291514,145.0319101,True
Gipsy Point,VIC,3891,-37.5126059,149.5642369,-37.2969319,149.7941093,-37.7779388,149.3408904,True
Girgarre,VIC,3624,-36.4031385,144.9501708,-36.3553558,145.0320765,-36.426411,144.8517339,True
Girgarre East,VIC,3616,-36.4591947,145.2038278,-36.313689,145.31361,-36.5291514,145.0319101,True
Gisborne,VIC,3437,-37.5197014,144.5437205,-37.4101985,144.6723795,-37.5677945,144.4576715,True
Gisborne South,VIC,3437,-37.5197014,144.5437205,-37.4101985,144.6723795,-37.5677945,144.4576715,True
Gladfield,VIC,3575,-36.0765288,144.1283863,-35.9466074,144.3188929,-36.198859,143.882441,True
Gladstone Park,VIC,3043,-37.7044206,144.8786231,-37.680489,144.9073332,-37.7238068,144.8474519,False
Gladysdale,VIC,3797,-37.8447909,145.702282,-37.768438,145.8176149,-37.9045196,145.596949,True
Glen Alvie,VIC,3979,-38.4509941,145.6134608,-38.414905,145.6837876,-38.5402938,145.5420667,True
Glen Forbes,VIC,3990,-38.4399786,145.5247285,-38.4177639,145.5693462,-38.4800237,145.4810177,True
Glen Huntly,VIC,3163,-37.8950779,145.0548502,-37.88102,145.0781826,-37.9081449,145.036139,False
Glen Iris,VIC,3146,-37.8577136,145.0548502,-37.8454083,145.0955369,-37.86753,145.0397209,False
Glen Valley,VIC,3898,-37.022052,147.5079912,-36.8072192,147.8624128,-37.2498271,147.2345969,True
Glen Waverley,VIC,3150,-37.8921876,145.1706992,-37.8597693,145.2083914,-37.924399,145.142933,False
Glenaire,VIC,3238,-38.7443167,143.4122052,-38.6151199,143.5823049,-38.853532,143.3200981,True
Glenaladale,VIC,3864,-37.8199648,147.304453,-37.7047155,147.3888949,-37.943743,147.2646768,True
Glenalbyn,VIC,3517,-36.515547,143.8671868,-36.1986619,144.0626249,-36.6898129,143.642929,True
Glenaroua,VIC,3764,-37.2531649,144.9171412,-37.0094339,145.0552189,-37.347999,144.807753,True
Glenburn,VIC,3717,-37.3030137,145.402868,-37.0910529,145.6923969,-37.4883239,145.2236371,True
Glendaruel,VIC,3363,-37.409312,143.8780526,-37.2800229,144.091034,-37.4824779,143.6658328,True
Glenfyne,VIC,3266,-38.3948462,143.1534436,-38.2228042,143.3644946,-38.5874299,142.939044,True
Glengala,VIC,3020,-37.7791149,144.823628,-37.7461519,144.8542668,-37.8168895,144.787363,False
Glengarry,VIC,3854,-38.1223546,146.5840737,-38.0539239,146.744399,-38.1697243,146.4757178,True
Glengarry North,VIC,3854,-38.1223546,146.5840737,-38.0539239,146.744399,-38.1697243,146.4757178,True
Glengarry West,VIC,3854,-38.1223546,146.5840737,-38.0539239,146.744399,-38.1697243,146.4757178,True
Glengower,VIC,3370,-37.261355,143.8020236,-37.1690108,143.933888,-37.3473142,143.693554,True
Glenhope East,VIC,3522,-37.0314398,144.7631754,-36.9677956,144.9423429,-37.127252,144.6667246,True
Glenisla,VIC,3314,-37.4235761,142.0639245,-37.1434679,142.5163509,-37.662769,141.8082758,True
Glenlofty,VIC,3469,-37.1727781,143.2395973,-37.0610457,143.3742504,-37.2938502,143.1510501,True
Glenlogie,VIC,3469,-37.1727781,143.2395973,-37.0610457,143.3742504,-37.2938502,143.1510501,True
Glenloth,VIC,3527,-36.0005012,143.2611514,-35.7729149,143.5262194,-36.2330309,142.97339,True
Glenloth East,VIC,3527,-36.0005012,143.2611514,-35.7729149,143.5262194,-36.2330309,142.97339,True
Glenluce,VIC,3451,-37.0991896,144.1938221,-36.985837,144.329647,-37.2468049,144.1039769,True
Glenmore,VIC,3340,-37.7356162,144.4123303,-37.546397,144.5562253,-37.8981559,144.2106852,True
Glenorchy,VIC,3385,-36.9066682,142.6600232,-36.69031,142.7824239,-37.0526529,142.4198366,True
Glenormiston North,VIC,3265,-38.2633053,142.7455935,-38.055556,143.0752078,-38.435866,142.5701749,True
Glenormiston South,VIC,3265,-38.2633053,142.7455935,-38.055556,143.0752078,-38.435866,142.5701749,True
Glenpatrick,VIC,3469,-37.1727781,143.2395973,-37.0610457,143.3742504,-37.2938502,143.1510501,True
Glenrowan,VIC,3675,-36.5103613,146.1812023,-36.1991136,146.3411241,-36.7204183,146.0677569,True
Glenrowan West,VIC,3675,-36.5103613,146.1812023,-36.1991136,146.3411241,-36.7204183,146.0677569,True
Glenroy,VIC,3046,-37.7044261,144.9336544,-37.6919289,144.962981,-37.7250442,144.898012,False
Glenthompson,VIC,3293,-37.7609742,142.5745556,-37.5792909,142.6931927,-37.8832461,142.4199391,True
Gnarwarre,VIC,3221,-38.1636337,144.1501922,-38.110333,144.2936757,-38.2001739,144.08518,True
Gobarup,VIC,3559,-36.5430106,144.8291259,-36.398758,144.9321509,-36.7296051,144.4693749,True
Gobur,VIC,3719,-37.0473079,145.6023644,-36.9545259,145.7382268,-37.1374158,145.5137471,True
Golden Gully,VIC,3555,-36.808032,144.2483931,-36.757043,144.2773729,-36.8527131,144.2039391,True
Golden Point,VIC,3465,-37.0550295,143.6935405,-36.8746779,143.9763284,-37.181662,143.3786589,True
Golden Square,VIC,3555,-36.808032,144.2483931,-36.757043,144.2773729,-36.8527131,144.2039391,True
Goldie,VIC,3435,-37.2423687,144.7192376,-37.1189509,144.8270573,-37.321384,144.5909315,True
Goldsborough,VIC,3472,-36.8747643,143.6068646,-36.6641109,143.944601,-36.9696812,143.5401991,True
Gong Gong,VIC,3352,-37.7122033,143.8671868,-37.1152091,144.1788786,-38.0220729,143.455862,True
Goomalibee,VIC,3673,-36.675664,146.1588712,-36.3948699,146.251779,-36.8854959,145.8232656,True
Gooram,VIC,3666,-36.7549385,145.5801757,-36.55607,145.8714289,-37.0531922,145.2845753,True
Gooramadda,VIC,3685,-36.0564816,146.4495924,-35.957559,146.6682867,-36.1363126,146.1749674,True
Goorambat,VIC,3725,-36.4002774,145.958135,-36.2989698,146.1123359,-36.4714729,145.7246361,True
Goornong,VIC,3557,-36.6546373,144.5437205,-36.557283,144.6547284,-36.7255198,144.415886,True
Gooroc,VIC,3477,-36.7208653,143.1749726,-36.4053625,143.5069514,-36.9733069,142.86719,True
Gorae,VIC,3305,-38.290126,141.4706543,-38.0374368,141.6970433,-38.4329732,141.2243893,True
Gorae West,VIC,3305,-38.290126,141.4706543,-38.0374368,141.6970433,-38.4329732,141.2243893,True
Gordon,VIC,3345,-37.5678296,144.1174856,-37.5268291,144.1488394,-37.6148489,144.0655388,True
Gormandale,VIC,3873,-38.3016024,146.6738329,-38.2414208,146.8059798,-38.3653426,146.6337174,True
Goroke,VIC,3412,-36.6744115,141.4939853,-36.531096,141.5908303,-36.794044,141.3889458,True
Goschen,VIC,3585,-35.4094202,143.5202874,-35.1847059,143.8116352,-35.5924969,143.0032829,True
Goulburn Weir,VIC,3608,-36.7719697,145.1155133,-36.6419206,145.33617,-36.8849584,144.8907878,True
Gowanbrae,VIC,3043,-37.7044206,144.8786231,-37.680489,144.9073332,-37.7238068,144.8474519,False
Gowanford,VIC,3544,-35.4401221,143.1749726,-35.301023,143.4062211,-35.6547672,143.0064806,True
Gowangardie,VIC,3669,-36.6078959,145.7133909,-36.4355856,145.9821018,-36.9396209,145.5315639,True
Grampians,VIC,3314,-37.4235761,142.0639245,-37.1434679,142.5163509,-37.662769,141.8082758,True
Grand Ridge,VIC,3870,-38.4631226,146.3600438,-38.3477099,146.510762,-38.5668373,146.2231919,True
Granite Flat,VIC,3525,-36.2125211,143.4338092,-36.060582,143.7123339,-36.4469751,143.092854,True
Grass Flat,VIC,3409,-36.8127092,141.8100218,-36.5542949,142.0254159,-37.121001,141.4599098,True
Grassdale,VIC,3302,-37.8391588,141.8100218,-37.7489143,141.9309741,-37.9273313,141.548645,True
Grassmere,VIC,3281,-38.2466034,142.5532048,-38.1911068,142.6186308,-38.3430452,142.4085678,True
Graytown,VIC,3608,-36.7719697,145.1155133,-36.6419206,145.33617,-36.8849584,144.8907878,True
Gre Gre South,VIC,3477,-36.7208653,143.1749726,-36.4053625,143.5069514,-36.9733069,142.86719,True
Great Western,VIC,3374,-37.1596728,142.8955875,-37.097695,143.01693,-37.224779,142.787065,True
Gredgwin,VIC,3537,-36.0772722,143.6935405,-35.9323909,143.9183929,-36.196415,143.4756882,True
Green Gully,VIC,3462,-37.0911657,144.0630048,-37.0355739,144.1497229,-37.2053397,143.9810999,True
Greendale,VIC,3341,-37.5934691,144.3248554,-37.4858089,144.4200213,-37.6865798,144.2654122,True
Greenhill,VIC,3444,-37.1335012,144.5656396,-36.888878,144.7352175,-37.364811,144.2901019,True
Greensborough,VIC,3088,-37.698595,145.1099967,-37.6792029,145.1437046,-37.7203323,145.0678388,False
Greenvale,VIC,3059,-37.6454887,144.8841246,-37.60346,144.9154116,-37.6662979,144.8339179,False
Greenwald,VIC,3304,-37.9678788,141.3889736,-37.7693681,142.0308501,-38.2254801,140.9671329,True
Greta,VIC,3675,-36.5103613,146.1812023,-36.1991136,146.3411241,-36.7204183,146.0677569,True
Greta South,VIC,3675,-36.5103613,146.1812023,-36.1991136,146.3411241,-36.7204183,146.0677569,True
Greta West,VIC,3675,-36.5103613,146.1812023,-36.1991136,146.3411241,-36.7204183,146.0677569,True
Grey River,VIC,3234,-38.6077436,143.8454596,-38.5665868,143.9461029,-38.7152079,143.7298724,True
Grovedale,VIC,3216,-38.1747227,144.3139277,-38.1438326,144.3683956,-38.2294593,144.2427943,True
Gruyere,VIC,3770,-37.7057909,145.4250118,-37.6575189,145.5162899,-37.767543,145.3111116,False
Guildford,VIC,3451,-37.0991896,144.1938221,-36.985837,144.329647,-37.2468049,144.1039769,True
Gunbower,VIC,3566,-35.9553896,144.3576473,-35.8841389,144.4490664,-36.0032978,144.2593112,True
Gunyah,VIC,3960,-38.9962856,146.3376699,-38.51377,146.4891587,-39.1365809,146.1164411,True
Guys Forest,VIC,3709,-36.0696807,147.6892483,-35.9285722,147.8947004,-36.1642923,147.4427356,True
Guys Hill,VIC,3807,-38.0347309,145.3862638,-38.0008711,145.4104648,-38.0657864,145.359199,False
Hadfield,VIC,3046,-37.7044261,144.9336544,-37.6919289,144.962981,-37.7250442,144.898012,False
Hallam,VIC,3803,-38.0069505,145.2756505,-37.986961,145.2895269,-38.0216439,145.248995,False
Hallora,VIC,3818,-38.1155251,145.8690603,-37.9731226,145.9412411,-38.2823538,145.7222112,True
Halls Gap,VIC,3381,-37.1716807,142.5745556,-36.997554,142.8218839,-37.353367,142.4290452,True
Hamilton,VIC,3300,-37.783845,142.0003599,-37.647161,142.0987428,-37.9199859,141.9126398,True
Hamlyn Heights,VIC,3215,-38.1083132,144.3357845,-38.0768499,144.3664888,-38.1327629,144.304978,True
Hampton,VIC,3188,-37.9394031,145.0135139,-37.9287104,145.0393993,-37.9469918,144.992117,False
Hampton East,VIC,3188,-37.9394031,145.0135139,-37.9287104,145.0393993,-37.9469918,144.992117,False
Hampton Notrh,VIC,3188,-37.9394031,145.0135139,-37.9287104,145.0393993,-37.9469918,144.992117,False
Hampton Park,VIC,3976,-38.0349647,145.2756505,-38.017012,145.288567,-38.0675823,145.2466966,False
Hansonville,VIC,3675,-36.5103613,146.1812023,-36.1991136,146.3411241,-36.7204183,146.0677569,True
Happy Valley,VIC,3360,-37.7370214,143.5202874,-37.6187146,143.629665,-37.8820628,143.4284933,True
Happy Valley,VIC,3549,-34.7552395,142.7455935,-34.5463685,142.9979908,-34.9255899,142.5184307,True
Harcourt,VIC,3453,-36.9265571,144.2374759,-36.8385477,144.3242973,-37.0278858,144.129647,True
Harcourt North,VIC,3453,-36.9265571,144.2374759,-36.8385477,144.3242973,-37.0278858,144.129647,True
Harkaway,VIC,3806,-38.0264207,145.3475331,-37.9720541,145.3854498,-38.0795906,145.3133118,False
Harmers Haven,VIC,3995,-38.6238593,145.6023644,-38.4739225,145.7340101,-38.68107,145.4284972,True
Harrietville,VIC,3741,-36.882628,147.0562333,-36.628243,147.2780967,-37.1825209,146.92749,True
Harrow,VIC,3317,-37.1477475,141.5781151,-37.0401316,141.7770903,-37.2476429,141.4186809,True
Harston,VIC,3616,-36.4591947,145.2038278,-36.313689,145.31361,-36.5291514,145.0319101,True
Hastings,VIC,3915,-38.3059216,145.1265477,-38.2698188,145.2287428,-38.3241181,145.026889,False
Hattah,VIC,3501,-34.678204,142.318772,-34.1807532,142.5208558,-34.8644899,141.9927511,True
Havilah,VIC,3737,-36.8466834,146.6962857,-36.4280907,147.1172403,-37.2157665,146.5664528,True
Hawkesdale,VIC,3287,-38.0416972,142.2974988,-37.9331334,142.4276068,-38.1487431,142.119547,True
Hawkhurst,VIC,3862,-37.4228208,147.1915504,-37.020832,147.4854909,-38.1090507,146.8751081,True
Hawksburn,VIC,3142,-37.8432402,145.0190242,-37.8305099,145.0326859,-37.8516106,145.0031859,False
Hawthorn,VIC,3122,-37.8222114,145.0328017,-37.8121429,145.0468751,-37.84509,145.0143795,False
Hawthorn East,VIC,3123,-37.8310813,145.0520938,-37.8158319,145.0593559,-37.8481239,145.0402832,False
Hazel Park,VIC,3966,-38.6286899,146.4383942,-38.554673,146.5093551,-38.721348,146.3628695,True
Hazeldene,VIC,3658,-37.2372916,145.093449,-37.0821622,145.340692,-37.4725994,144.9766988,True
Hazelwood,VIC,3840,-38.2671612,146.4495924,-38.1560624,146.5352399,-38.421609,146.2581438,True
Hazelwood North,VIC,3840,-38.2671612,146.4495924,-38.1560624,146.5352399,-38.421609,146.2581438,True
Hazelwood South,VIC,3840,-38.2671612,146.4495924,-38.1560624,146.5352399,-38.421609,146.2581438,True
Healesville,VIC,3777,-37.5848772,145.5136433,-37.4372179,145.6358201,-37.7402199,145.3896039,False
Heath Hill,VIC,3981,-38.1825837,145.5912693,-38.1339949,145.7447137,-38.271783,145.3895529,True
Heathcote,VIC,3523,-36.8919051,144.7412036,-36.7057026,144.9321538,-37.0477715,144.5239574,True
Heathcote Junction,VIC,3758,-37.3787648,145.0383133,-37.3153007,145.0731853,-37.4000729,144.9746286,True
Heathcote South,VIC,3523,-36.8919051,144.7412036,-36.7057026,144.9321538,-37.0477715,144.5239574,True
Heatherton,VIC,3202,-37.9529597,145.0879338,-37.9387523,145.1120579,-37.972272,145.0754469,False
Heathmont,VIC,3135,-37.8218486,145.2535448,-37.796561,145.266883,-37.8400763,145.2273488,False
Heathwood,VIC,3134,-37.7900435,145.2424941,-37.7450339,145.2643909,-37.8394861,145.2133461,False
Hedley,VIC,3967,-38.6705951,146.5392256,-38.6131722,146.6527931,-38.7264494,146.458471,True
Heidelberg,VIC,3084,-37.7436031,145.0769045,-37.7269902,145.1089473,-37.770323,145.051212,False
Heidelberg Heights,VIC,3081,-37.7417753,145.0438252,-37.7273237,145.060837,-37.7580239,145.0306107,False
Heidelberg West,VIC,3081,-37.7417753,145.0438252,-37.7273237,145.060837,-37.7580239,145.0306107,False
Hepburn Springs,VIC,3461,-37.286475,144.1938221,-37.127617,144.3551499,-37.5125899,144.0302959,True
Herne Hill,VIC,3218,-38.1180538,144.2047333,-38.0647879,144.3540199,-38.1570293,144.0940047,True
Hesket,VIC,3442,-37.3324774,144.5437205,-37.2363959,144.6947996,-37.4598981,144.4247633,True
Hesse,VIC,3321,-38.1130535,143.9541563,-38.0215183,144.1069361,-38.1750095,143.751815,True
Hexham,VIC,3273,-37.9654484,142.6814062,-37.8867053,142.8015052,-38.0939902,142.5550578,True
Heytesbury Lower,VIC,3268,-38.4984954,142.9385002,-38.4134016,143.249095,-38.628351,142.680807,True
Heywood,VIC,3304,-37.9678788,141.3889736,-37.7693681,142.0308501,-38.2254801,140.9671329,True
Hiamdale,VIC,3847,-38.2317005,146.8086278,-38.040344,146.996695,-38.3692818,146.6966418,True
High Camp,VIC,3764,-37.2531649,144.9171412,-37.0094339,145.0552189,-37.347999,144.807753,True
Highett,VIC,3190,-37.9487497,145.0410692,-37.9432476,145.0590969,-37.957994,145.02104,False
Highlands,VIC,3660,-37.0435482,145.2480193,-36.885474,145.543928,-37.2119387,144.9590299,True
Highpoint City,VIC,3032,-37.7773364,144.9006313,-37.7558247,144.9403578,-37.7896623,144.8705771,False
Highton,VIC,3216,-38.1747227,144.3139277,-38.1438326,144.3683956,-38.2294593,144.2427943,True
Hilgay,VIC,3315,-37.4420537,141.7255991,-37.194131,141.9401628,-37.7282674,141.431505,True
Hill End,VIC,3825,-38.0474021,146.2929381,-37.5800006,146.6469101,-38.2569347,146.0489688,True
